file,group_name,group_id,score,matched_exact,matched_root_only
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Indrik Spider,G0119,14,"T1059.003 (execution); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1558.003 (credential-access); T1587.001 (resource-development)","T1003.001 (credential-access); T1059.001 (execution); T1059.007 (execution); T1078.002 (defense-evasion, initial-access, persistence, privilege-escalation); T1552.001 (credential-access); T1555.005 (credential-access)"
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Wizard Spider,G0102,14,"T1003.003 (credential-access); T1059.003 (execution); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1558.003 (credential-access)","T1003.001 (credential-access); T1003.002 (credential-access); T1059.001 (execution); T1078.002 (defense-evasion, initial-access, persistence, privilege-escalation); T1552.006 (credential-access); T1555.004 (credential-access)"
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,TeamTNT,G0139,14,T1059.003 (execution); T1552.004 (credential-access); T1587.001 (resource-development); T1595.002 (reconnaissance),T1059.001 (execution); T1059.004 (execution); T1059.009 (); T1552.001 (credential-access); T1552.005 (credential-access); T1595.001 (reconnaissance)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,FIN6,G0037,14,"T1003.003 (credential-access); T1059.003 (execution); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1555 (credential-access)",T1003.001 (credential-access); T1059 (execution); T1059.001 (execution); T1059.007 (execution); T1110.002 (credential-access); T1555.003 (credential-access)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,HAFNIUM,G0125,13,T1003.003 (credential-access); T1059.003 (execution); T1110.003 (credential-access); T1190 (initial-access),"T1003.001 (credential-access); T1059.001 (execution); T1078.003 (defense-evasion, initial-access, persistence, privilege-escalation); T1078.004 (defense-evasion, initial-access, persistence, privilege-escalation); T1555.006 ()"
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Leviathan,G0065,13,"T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1090.003 (command-and-control); T1190 (initial-access); T1595.002 (reconnaissance)",T1003 (credential-access); T1003.001 (credential-access); T1059.001 (execution); T1059.005 (execution); T1587.004 (resource-development)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Threat Group-3390,G0027,13,"T1059.003 (execution); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1190 (initial-access); T1195.002 (initial-access)",T1003.001 (credential-access); T1003.002 (credential-access); T1003.004 (credential-access); T1059.001 (execution); T1555.005 (credential-access)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Magic Hound,G0059,13,T1059.003 (execution); T1190 (initial-access); T1595.002 (reconnaissance),"T1003.001 (credential-access); T1059.001 (execution); T1059.005 (execution); T1078.001 (defense-evasion, initial-access, persistence, privilege-escalation); T1078.002 (defense-evasion, initial-access, persistence, privilege-escalation); T1090 (command-and-control); T1598.003 (reconnaissance)"
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Turla,G0010,13,T1059.003 (execution); T1587.001 (resource-development),"T1059.001 (execution); T1059.005 (execution); T1059.006 (execution); T1059.007 (execution); T1078.003 (defense-evasion, initial-access, persistence, privilege-escalation); T1090 (command-and-control); T1090.001 (command-and-control); T1110 (credential-access); T1555.004 (credential-access)"
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Play,G1040,12,"T1059.003 (execution); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1190 (initial-access); T1587.001 (resource-development)","T1003.001 (credential-access); T1059.001 (execution); T1078.002 (defense-evasion, initial-access, persistence, privilege-escalation); T1078.003 (defense-evasion, initial-access, persistence, privilege-escalation)"
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Lazarus Group,G0032,12,"T1059.003 (execution); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1110.003 (credential-access); T1587.001 (resource-development)",T1059.001 (execution); T1059.005 (execution); T1090.001 (command-and-control); T1090.002 (command-and-control)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,menuPass,G0045,12,"T1003.003 (credential-access); T1059.003 (execution); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1190 (initial-access)",T1003.002 (credential-access); T1003.004 (credential-access); T1059.001 (execution); T1090.002 (command-and-control)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Chimera,G0114,11,"T1003.003 (credential-access); T1059.003 (execution); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1110.003 (credential-access)","T1059.001 (execution); T1078.002 (defense-evasion, initial-access, persistence, privilege-escalation); T1110.004 (credential-access)"
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Earth Lusca,G1006,11,T1190 (initial-access); T1595.002 (reconnaissance),T1003.001 (credential-access); T1003.006 (credential-access); T1059.001 (execution); T1059.005 (execution); T1059.006 (execution); T1059.007 (execution); T1090 (command-and-control)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,LAPSUS$,G1004,11,"T1003.003 (credential-access); T1078 (defense-evasion, initial-access, persistence, privilege-escalation)","T1003.006 (credential-access); T1078.004 (defense-evasion, initial-access, persistence, privilege-escalation); T1090 (command-and-control); T1552.008 (); T1555.003 (credential-access); T1555.005 (credential-access); T1598.004 ()"
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,RedCurl,G1039,11,T1059.003 (execution); T1587.001 (resource-development),T1003.001 (credential-access); T1059.001 (execution); T1059.005 (execution); T1059.006 (execution); T1552.001 (credential-access); T1552.002 (credential-access); T1555.003 (credential-access)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,APT32,G0050,11,T1059.003 (execution),"T1003 (credential-access); T1003.001 (credential-access); T1059 (execution); T1059.001 (execution); T1059.005 (execution); T1059.007 (execution); T1078.003 (defense-evasion, initial-access, persistence, privilege-escalation); T1552.002 (credential-access); T1598.003 (reconnaissance)"
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Cinnamon Tempest,G1021,10,"T1059.003 (execution); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1190 (initial-access)","T1059.001 (execution); T1059.006 (execution); T1078.002 (defense-evasion, initial-access, persistence, privilege-escalation); T1090 (command-and-control)"
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,GALLIUM,G0093,10,"T1059.003 (execution); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1190 (initial-access)",T1003.001 (credential-access); T1003.002 (credential-access); T1059.001 (execution); T1090.002 (command-and-control)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Agrius,G1030,10,T1059.003 (execution); T1110.003 (credential-access); T1190 (initial-access),"T1003.001 (credential-access); T1003.002 (credential-access); T1078.002 (defense-evasion, initial-access, persistence, privilege-escalation); T1110 (credential-access)"
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Leafminer,G0077,10,T1110.003 (credential-access); T1555 (credential-access),T1003.001 (credential-access); T1003.004 (credential-access); T1003.005 (credential-access); T1059.007 (execution); T1552.001 (credential-access); T1555.003 (credential-access)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,BlackByte,G1043,9,"T1059.003 (execution); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1190 (initial-access)","T1003 (credential-access); T1059.001 (execution); T1078.002 (defense-evasion, initial-access, persistence, privilege-escalation)"
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Moonstone Sleet,G1036,9,T1195.002 (initial-access); T1587.001 (resource-development); T1598 (reconnaissance),T1003.001 (credential-access); T1587 (resource-development); T1598.003 (reconnaissance)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,ZIRCONIUM,G0128,9,T1059.003 (execution); T1090.003 (command-and-control); T1598 (reconnaissance),T1059.006 (execution); T1555.003 (credential-access); T1598.003 (reconnaissance)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Winter Vivern,G1035,9,T1059.003 (execution); T1190 (initial-access); T1595.002 (reconnaissance),T1059 (execution); T1059.001 (execution); T1059.007 (execution)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Silence,G0091,9,"T1059.003 (execution); T1078 (defense-evasion, initial-access, persistence, privilege-escalation)",T1003.001 (credential-access); T1059.001 (execution); T1059.005 (execution); T1059.007 (execution); T1090.002 (command-and-control)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,APT5,G1023,9,T1059.003 (execution); T1190 (initial-access),"T1003.001 (credential-access); T1003.002 (credential-access); T1059.001 (execution); T1078.002 (defense-evasion, initial-access, persistence, privilege-escalation); T1078.004 (defense-evasion, initial-access, persistence, privilege-escalation)"
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,APT3,G0022,9,T1059.003 (execution),"T1003.001 (credential-access); T1059.001 (execution); T1078.002 (defense-evasion, initial-access, persistence, privilege-escalation); T1090.002 (command-and-control); T1110.002 (credential-access); T1552.001 (credential-access); T1555.003 (credential-access)"
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Scattered Spider,G1015,8,T1003.003 (credential-access); T1552.004 (credential-access); T1598 (reconnaissance),T1552.001 (credential-access); T1598.004 ()
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Aquatic Panda,G0143,8,T1059.003 (execution); T1595.002 (reconnaissance),"T1003.001 (credential-access); T1059.001 (execution); T1059.004 (execution); T1078.002 (defense-evasion, initial-access, persistence, privilege-escalation)"
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,HEXANE,G1001,8,T1110.003 (credential-access); T1555 (credential-access),T1059.001 (execution); T1059.005 (execution); T1110 (credential-access); T1555.003 (credential-access)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,TA505,G0092,8,T1059.003 (execution),"T1059.001 (execution); T1059.005 (execution); T1059.007 (execution); T1078.002 (defense-evasion, initial-access, persistence, privilege-escalation); T1552.001 (credential-access); T1555.003 (credential-access)"
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Cobalt Group,G0080,7,T1059.003 (execution); T1195.002 (initial-access),T1059.001 (execution); T1059.005 (execution); T1059.007 (execution)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Mustang Panda,G0129,7,T1003.003 (credential-access); T1059.003 (execution),T1059.001 (execution); T1059.005 (execution); T1598.003 (reconnaissance)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Blue Mockingbird,G0108,7,T1059.003 (execution); T1190 (initial-access),T1003.001 (credential-access); T1059.001 (execution); T1090 (command-and-control)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Patchwork,G0040,7,T1059.003 (execution),T1059.001 (execution); T1059.005 (execution); T1555.003 (credential-access); T1587.002 (resource-development); T1598.003 (reconnaissance)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,INC Ransom,G1032,6,"T1059.003 (execution); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1190 (initial-access)",
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,FIN10,G0051,6,"T1059.003 (execution); T1078 (defense-evasion, initial-access, persistence, privilege-escalation)","T1059.001 (execution); T1078.003 (defense-evasion, initial-access, persistence, privilege-escalation)"
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,FIN8,G0061,6,"T1059.003 (execution); T1078 (defense-evasion, initial-access, persistence, privilege-escalation)",T1003.001 (credential-access); T1059.001 (execution)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Rocke,G0106,6,T1190 (initial-access); T1552.004 (credential-access),T1059.004 (execution); T1059.006 (execution)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Sea Turtle,G1041,6,"T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1190 (initial-access)","T1059.004 (execution); T1078.003 (defense-evasion, initial-access, persistence, privilege-escalation)"
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,ToddyCat,G1022,6,T1059.003 (execution); T1190 (initial-access),"T1059.001 (execution); T1078.002 (defense-evasion, initial-access, persistence, privilege-escalation)"
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,BRONZE BUTLER,G0060,6,T1059.003 (execution),T1003.001 (credential-access); T1059.001 (execution); T1059.005 (execution); T1059.006 (execution)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Stealth Falcon,G0038,6,T1555 (credential-access),T1059 (execution); T1059.001 (execution); T1555.003 (credential-access); T1555.004 (credential-access)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,APT37,G0067,6,T1059.003 (execution),T1059 (execution); T1059.005 (execution); T1059.006 (execution); T1555.003 (credential-access)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,FIN4,G0085,5,"T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1090.003 (command-and-control)",T1059.005 (execution)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Axiom,G0001,5,"T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1190 (initial-access)",T1003 (credential-access)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Salt Typhoon,G1045,5,T1190 (initial-access); T1587.001 (resource-development),T1110.002 (credential-access)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Suckfly,G0039,5,"T1059.003 (execution); T1078 (defense-evasion, initial-access, persistence, privilege-escalation)",T1003 (credential-access)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,GOLD SOUTHFIELD,G0115,5,T1190 (initial-access); T1195.002 (initial-access),T1059.001 (execution)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Volatile Cedar,G0123,5,T1190 (initial-access); T1595.002 (reconnaissance),T1595.003 ()
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Silent Librarian,G0122,5,"T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1110.003 (credential-access)",T1598.003 (reconnaissance)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Daggerfly,G1034,5,T1195.002 (initial-access),T1003.002 (credential-access); T1059.001 (execution); T1587.002 (resource-development)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Inception,G0100,5,T1090.003 (command-and-control),T1059.001 (execution); T1059.005 (execution); T1555.003 (credential-access)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,APT38,G0082,5,T1059.003 (execution),T1059.001 (execution); T1059.005 (execution); T1110 (credential-access)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Saint Bear,G1031,5,T1059.003 (execution),T1059 (execution); T1059.001 (execution); T1059.007 (execution)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Higaisa,G0126,5,T1059.003 (execution),T1059.005 (execution); T1059.007 (execution); T1090.001 (command-and-control)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,FIN5,G0053,5,"T1078 (defense-evasion, initial-access, persistence, privilege-escalation)",T1059 (execution); T1090.002 (command-and-control); T1110 (credential-access)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Star Blizzard,G1033,5,"T1078 (defense-evasion, initial-access, persistence, privilege-escalation)",T1059.007 (execution); T1598.002 (reconnaissance); T1598.003 (reconnaissance)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,LazyScripter,G0140,5,T1059.003 (execution),T1059.001 (execution); T1059.005 (execution); T1059.007 (execution)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Sidewinder,G0121,5,,T1059.001 (execution); T1059.005 (execution); T1059.007 (execution); T1598.002 (reconnaissance); T1598.003 (reconnaissance)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Moses Staff,G1009,4,T1190 (initial-access); T1587.001 (resource-development),
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,APT18,G0026,4,"T1059.003 (execution); T1078 (defense-evasion, initial-access, persistence, privilege-escalation)",
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Malteiro,G1026,4,T1555 (credential-access),T1059.005 (execution); T1555.003 (credential-access)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Akira,G1024,4,"T1078 (defense-evasion, initial-access, persistence, privilege-escalation)",T1059.001 (execution); T1558 (credential-access)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Gorgon Group,G0078,4,T1059.003 (execution),T1059.001 (execution); T1059.005 (execution)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Gamaredon Group,G0047,4,T1059.003 (execution),T1059.001 (execution); T1059.005 (execution)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Machete,G0095,4,T1059.003 (execution),T1059.005 (execution); T1059.006 (execution)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Tonto Team,G0131,4,,T1003 (credential-access); T1059.001 (execution); T1059.006 (execution); T1090.002 (command-and-control)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Molerats,G0021,4,,T1059.001 (execution); T1059.005 (execution); T1059.007 (execution); T1555.003 (credential-access)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Tropic Trooper,G0081,3,T1059.003 (execution),"T1078.003 (defense-evasion, initial-access, persistence, privilege-escalation)"
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Threat Group-1314,G0028,3,T1059.003 (execution),"T1078.002 (defense-evasion, initial-access, persistence, privilege-escalation)"
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Storm-1811,G1046,3,T1059.003 (execution),T1059.001 (execution)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Rancor,G0075,3,T1059.003 (execution),T1059.005 (execution)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Sowbug,G0054,3,T1059.003 (execution),T1003 (credential-access)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Evilnum,G0120,3,T1555 (credential-access),T1059.007 (execution)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Cleaver,G0003,3,T1587.001 (resource-development),T1003.001 (credential-access)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Lotus Blossom,G0030,3,T1090.003 (command-and-control),T1090.001 (command-and-control)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,APT1,G0006,3,T1059.003 (execution),T1003.001 (credential-access)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,POLONIUM,G1005,3,"T1078 (defense-evasion, initial-access, persistence, privilege-escalation)",T1090 (command-and-control)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Nomadic Octopus,G0133,3,T1059.003 (execution),T1059.001 (execution)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,TA577,G1037,3,T1059.003 (execution),T1059.007 (execution)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,APT42,G1044,3,,T1059.001 (execution); T1059.005 (execution); T1555.003 (credential-access)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Velvet Ant,G1047,3,,"T1059.004 (execution); T1078.003 (defense-evasion, initial-access, persistence, privilege-escalation); T1090.001 (command-and-control)"
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,MoustachedBouncer,G1019,3,,T1059.001 (execution); T1059.007 (execution); T1090 (command-and-control)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,PROMETHIUM,G0056,3,,"T1078.003 (defense-evasion, initial-access, persistence, privilege-escalation); T1587.002 (resource-development); T1587.003 (resource-development)"
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,LuminousMoth,G1014,2,T1587.001 (resource-development),
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,BlackTech,G0098,2,T1190 (initial-access),
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Darkhotel,G0012,2,T1059.003 (execution),
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,BackdoorDiplomacy,G0135,2,T1190 (initial-access),
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,TA551,G0127,2,T1059.003 (execution),
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Dark Caracal,G0070,2,T1059.003 (execution),
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Metador,G1013,2,T1059.003 (execution),
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,admin@338,G0018,2,T1059.003 (execution),
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Carbanak,G0008,2,"T1078 (defense-evasion, initial-access, persistence, privilege-escalation)",
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Aoqin Dragon,G1007,2,T1587.001 (resource-development),
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,PittyTiger,G0011,2,"T1078 (defense-evasion, initial-access, persistence, privilege-escalation)",
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,WIRTE,G0090,2,,T1059.001 (execution); T1059.005 (execution)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,TA2541,G1018,2,,T1059.001 (execution); T1059.005 (execution)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,APT19,G0073,2,,T1059 (execution); T1059.001 (execution)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,DarkVishnya,G0105,2,,T1059.001 (execution); T1110 (credential-access)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,CURIUM,G1012,2,,T1059.001 (execution); T1598.003 (reconnaissance)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Windigo,G0124,2,,T1059 (execution); T1090 (command-and-control)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Confucius,G0142,2,,T1059.001 (execution); T1059.005 (execution)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,SideCopy,G1008,2,,T1059.005 (execution); T1598.002 (reconnaissance)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Whitefly,G0107,2,,T1003.001 (credential-access); T1059 (execution)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Poseidon Group,G0033,2,,T1003 (credential-access); T1059.001 (execution)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,CopyKittens,G0052,2,,T1059.001 (execution); T1090 (command-and-control)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,TA459,G0062,2,,T1059.001 (execution); T1059.005 (execution)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Transparent Tribe,G0134,1,,T1059.005 (execution)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,PLATINUM,G0068,1,,T1003.001 (credential-access)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Windshift,G0112,1,,T1059.005 (execution)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Ajax Security Team,G0130,1,,T1555.003 (credential-access)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Deep Panda,G0009,1,,T1059.001 (execution)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,APT-C-36,G0099,1,,T1059.005 (execution)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Naikon,G0019,1,,"T1078.002 (defense-evasion, initial-access, persistence, privilege-escalation)"
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Gallmaker,G0084,1,,T1059.001 (execution)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,DarkHydrus,G0079,1,,T1059.001 (execution)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Thrip,G0076,1,,T1059.001 (execution)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Strider,G0041,1,,T1090.001 (command-and-control)
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,TA578,G1038,1,,T1059.007 (execution)
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,APT32,G0050,45,"T1003 (credential-access); T1003.001 (credential-access); T1033 (discovery); T1036 (defense-evasion); T1041 (exfiltration); T1046 (discovery); T1047 (execution); T1049 (discovery); T1053.005 (execution, persistence, privilege-escalation); T1055 (defense-evasion, privilege-escalation); T1059.001 (execution); T1059.003 (execution); T1068 (privilege-escalation); T1203 (execution); T1564.001 (defense-evasion)","T1027.010 (); T1027.011 (); T1027.013 (); T1027.016 (); T1036.003 (defense-evasion); T1036.004 (defense-evasion); T1036.005 (defense-evasion); T1059 (execution); T1059.005 (execution); T1059.007 (execution); T1505.003 (persistence); T1547.001 (persistence, privilege-escalation); T1564.003 (defense-evasion); T1564.004 (defense-evasion); T1574.001 (defense-evasion, persistence, privilege-escalation)"
