target id,target name,mapping description
T1078.003,Local Accounts,"Enable multi-factor authentication (MFA) for local accounts to add an extra layer of protection against credential theft and misuse. MFA can be implemented using methods like mobile-based authenticators or hardware tokens, even in environments that do not rely on domain controllers or cloud services. This additional security measure can help reduce the risk of adversaries gaining unauthorized access to local systems and resources"
T1078.003,Local Accounts,"Enforce user account management practices for local accounts to limit access and remove inactive or unused accounts. By doing so, you reduce the attack surface available to adversaries and prevent unauthorized access to local systems"
T1078.004,Cloud Accounts,"Ensure that cloud accounts, particularly privileged accounts, have complex, unique passwords across all systems on the network. Passwords and access keys should be rotated regularly. This limits the amount of time credentials can be used to access resources if a credential is compromised without your knowledge. Cloud service providers may track access key age to help audit and identify keys that may need to be rotated.(Citation: AWS - IAM Console Best Practices"
T1078.004,Cloud Accounts,Periodically review user accounts and remove those that are inactive or unnecessary. Limit the ability for user accounts to create additional accounts
T1078.004,Cloud Accounts,"Review privileged cloud account permission levels routinely to look for those that could allow an adversary to gain wide access, such as Global Administrator and Privileged Role Administrator in Azure AD.(Citation: TechNet Credential Theft)(Citation: TechNet Least Privilege)(Citation: Microsoft Azure security baseline for Azure Active Directory) These reviews should also check if new privileged cloud accounts have been created that were not authorized. For example, in Azure AD environments configure alerts to notify when accounts have gone many days without using privileged roles, as these roles may be able to be removed.(Citation: Microsoft Security Alerts for Azure AD Roles) Consider using temporary, just-in-time (JIT) privileged access to Azure AD resources rather than permanently assigning privileged roles.(Citation: Microsoft Azure security baseline for Azure Active Directory"
T1078.004,Cloud Accounts,"Use multi-factor authentication for cloud accounts, especially privileged accounts. This can be implemented in a variety of forms (e.g. hardware, virtual, SMS), and can also be audited using administrative reporting features.(Citation: AWS - IAM Console Best Practices"
"T1078.004, T1078","Cloud Accounts, Valid Accounts","Disable legacy authentication, which does not support MFA, and require the use of modern authentication protocols instead"
"T1078.004, T1078","Cloud Accounts, Valid Accounts",Use conditional access policies to block logins from non-compliant devices or from outside defined organization IP ranges.(Citation: Microsoft Common Conditional Access Policies
T1078,Valid Accounts,"Applications and appliances that utilize default username and password should be changed immediately after the installation, and before deployment to a production environment.(Citation: US-CERT Alert TA13-175A Risks of Default Passwords on the Internet) When possible, applications that use SSH keys should be updated periodically and properly secured. Policies should minimize (if not eliminate) reuse of passwords between different user accounts, especially employees using the same credentials for personal accounts that may not be defended by enterprise security resources"
T1078,Valid Accounts,"Audit domain and local accounts as well as their permission levels routinely to look for situations that could allow an adversary to gain wide access by obtaining credentials of a privileged account. (Citation: TechNet Credential Theft) (Citation: TechNet Least Privilege) These audits should also include if default accounts have been enabled, or if new local accounts are created that have not been authorized. Follow best practices for design and administration of an enterprise network to limit privileged account use across administrative tiers. (Citation: Microsoft Securing Privileged Access"
T1078,Valid Accounts,"Ensure that applications do not store sensitive data or credentials insecurely. (e.g. plaintext credentials in code, published credentials in repositories, or credentials in public cloud storage"
T1078,Valid Accounts,"Implement multi-factor authentication (MFA) across all account types, including default, local, domain, and cloud accounts, to prevent unauthorized access, even if credentials are compromised. MFA provides a critical layer of security by requiring multiple forms of verification beyond just a password. This measure significantly reduces the risk of adversaries abusing valid accounts to gain initial access, escalate privileges, maintain persistence, or evade defenses within your network"
T1078,Valid Accounts,Regularly audit user accounts for activity and deactivate or remove any that are no longer needed
"T1087.001, T1087.002","Local Account, Domain Account",Prevent administrator accounts from being enumerated when an application is elevating through UAC since it can lead to the disclosure of account names. The Registry key is located at <code>HKLM\ SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\CredUI\EnumerateAdministrators</code>. It can be disabled through GPO: Computer Configuration > [Policies] > Administrative Templates > Windows Components > Credential User Interface: Enumerate administrator accounts on elevation.(Citation: UCF STIG Elevation Account Enumeration
T1087.004,Cloud Account,"Limit permissions to discover cloud accounts in accordance with least privilege. Organizations should limit the number of users within the organization with an IAM role that has administrative privileges, strive to reduce all permanent privileged role assignments, and conduct periodic entitlement reviews on IAM users, roles and policies"
T1087.004,Cloud Account,Routinely check user permissions to ensure only the expected users have the ability to list IAM identities or otherwise discover cloud accounts
T1087,Account Discovery,"Manage the creation, modification, use, and permissions associated to user accounts"
T1087,Account Discovery,Prevent administrator accounts from being enumerated when an application is elevating through UAC since it can lead to the disclosure of account names. The Registry key is located <code>HKLM\ SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\CredUI\EnumerateAdministrators</code>. It can be disabled through GPO: Computer Configuration > [Policies] > Administrative Templates > Windows Components > Credential User Interface: E numerate administrator accounts on elevation. (Citation: UCF STIG Elevation Account Enumeration
T1105,Ingress Tool Transfer,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware or unusual data transfer over known protocols like FTP can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific obfuscation technique used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools.(Citation: University of Birmingham C2"
T1119,Automated Collection,"Encryption and off-system storage of sensitive information may be one way to mitigate collection of files, but may not stop an adversary from acquiring the information if an intrusion persists over a long period of time and the adversary is able to discover and access the data through other means"
T1119,Automated Collection,"Encryption and off-system storage of sensitive information may be one way to mitigate collection of files, but may not stop an adversary from acquiring the information if an intrusion persists over a long period of time and the adversary is able to discover and access the data through other means. Strong passwords should be used on certain encrypted documents that use them to prevent offline cracking through [Brute Force](https://attack.mitre.org/techniques/T1110) techniques"
T1189,Drive-by Compromise,Adblockers can help prevent malicious code served through ads from executing in the first place. Script blocking extensions can also help to prevent the execution of JavaScript. Consider disabling browser push notifications from certain applications and browsers.(Citation: mac security virus popup)(Citation: push notifications -infosecinstitute)(Citation: site notifications - krebsonsecurity
T1189,Drive-by Compromise,"Browser sandboxes can be used to mitigate some of the impact of exploitation, but sandbox escapes may still exist.(Citation: Windows Blogs Microsoft Edge Sandbox)(Citation: Ars Technica Pwn2Own 2017 VM Escape) Other types of virtualization and application microsegmentation may also mitigate the impact of client-side exploitation. The risks of additional exploits and weaknesses in implementation may still exist for these types of systems.(Citation: Ars Technica Pwn2Own 2017 VM Escape"
T1189,Drive-by Compromise,Ensuring that all browsers and plugins are kept updated can help prevent the exploit phase of this technique. Use modern browsers with security features turned on.(Citation: Browser-updates
T1189,Drive-by Compromise,Security applications that look for behavior used during exploitation such as Windows Defender Exploit Guard (WDEG) and the Enhanced Mitigation Experience Toolkit (EMET) can be used to mitigate some exploitation behavior.(Citation: TechNet Moving Beyond EMET) Control flow integrity checking is another way to potentially identify and stop a software exploit from occurring.(Citation: Wikipedia Control Flow Integrity) Many of these protections depend on the architecture and target application binary for compatibility
T1189,Drive-by Compromise,"Train users to be aware of access or manipulation attempts by an adversary to reduce the risk of successful spearphishing, social engineering, and other techniques that involve user interaction"
T1190,Exploit Public-Facing Application,Application isolation will limit what other processes and system features the exploited target can access
T1190,Exploit Public-Facing Application,"Ensure that all publicly exposed services are actually intended to be so, and restrict access to any that should only be available internally"
T1190,Exploit Public-Facing Application,Regularly scan externally facing systems for vulnerabilities and establish procedures to rapidly patch systems when critical vulnerabilities are discovered through scanning and through public disclosure.(Citation: OWASP Top 10
T1190,Exploit Public-Facing Application,Segment externally facing servers and services from the rest of the network with a DMZ or on separate hosting infrastructure
T1190,Exploit Public-Facing Application,Update software regularly by employing patch management for externally exposed applications
T1190,Exploit Public-Facing Application,Use least privilege for service accounts will limit what permissions the exploited process gets on the rest of the system
T1190,Exploit Public-Facing Application,Web Application Firewalls may be used to limit exposure of applications to prevent exploit traffic from reaching the application
"T1195.001, T1195.002, T1195","Compromise Software Dependencies and Development Tools, Compromise Software Supply Chain, Supply Chain Compromise",Continuous monitoring of vulnerability sources and the use of automatic and manual code review tools should also be implemented as well.(Citation: OWASP Top 10
"T1195.001, T1195","Compromise Software Dependencies and Development Tools, Supply Chain Compromise","A patch management process should be implemented to check unused dependencies, unmaintained and/or previously vulnerable dependencies, unnecessary features, components, files, and documentation"
"T1195.001, T1195","Compromise Software Dependencies and Development Tools, Supply Chain Compromise","Application developers should be cautious when selecting third-party libraries to integrate into their application. Additionally, where possible, developers should lock software dependencies to specific versions rather than pulling the latest version on build.(Citation: Cider Security Top 10 CICD Security Risks"
"T1195.001, T1195","Compromise Software Dependencies and Development Tools, Supply Chain Compromise","Where possible, consider requiring developers to pull from internal repositories containing verified and approved packages rather than from external ones.(Citation: Cider Security Top 10 CICD Security Risks"
T1195.002,Compromise Software Supply Chain,"A patch management process should be implemented to check unused applications, unmaintained and/or previously vulnerable software, unnecessary features, components, files, and documentation"
"T1195.003, T1542","Compromise Hardware Supply Chain, Pre-OS Boot",Use Trusted Platform Module technology and a secure or trusted boot process to prevent system integrity from being compromised. Check the integrity of the existing BIOS or EFI to determine if it is vulnerable to modification. (Citation: TCG Trusted Platform Module) (Citation: TechNet Secure Boot Process
T1195,Supply Chain Compromise,"Implement robust user account management practices to limit permissions associated with software execution. Ensure that software runs with the lowest necessary privileges, avoiding the use of root or administrator accounts when possible. By restricting permissions, you can minimize the risk of propagation and unauthorized actions in the event of a supply chain compromise, reducing the attack surface for adversaries to exploit within compromised systems"
T1195,Supply Chain Compromise,Use secure methods to boot a system and verify the integrity of the operating system and loading mechanisms
T1199,Trusted Relationship,Network segmentation can be used to isolate infrastructure components that do not require broad network access
T1199,Trusted Relationship,"Properly manage accounts and permissions used by parties in trusted relationships to minimize potential abuse by the party and if the party is compromised by an adversary. In Office 365 environments, partner relationships and roles can be viewed under the “Partner Relationships” page.(Citation: Office 365 Partner Relationships"
T1199,Trusted Relationship,Require MFA for all delegated administrator accounts.(Citation: Microsoft Nobelium Admin Privileges
T1203,Exploitation for Client Execution,"Browser sandboxes can be used to mitigate some of the impact of exploitation, but sandbox escapes may still exist. (Citation: Windows Blogs Microsoft Edge Sandbox) (Citation: Ars Technica Pwn2Own 2017 VM Escape) Other types of virtualization and application microsegmentation may also mitigate the impact of client-side exploitation. Risks of additional exploits and weaknesses in those systems may still exist. (Citation: Ars Technica Pwn2Own 2017 VM Escape"
T1203,Exploitation for Client Execution,"Perform regular software updates to mitigate exploitation risk. Keeping software up-to-date with the latest security patches helps prevent adversaries from exploiting known vulnerabilities in client software, reducing the risk of successful attacks"
T1203,Exploitation for Client Execution,Security applications that look for behavior used during exploitation such as Windows Defender Exploit Guard (WDEG) and the Enhanced Mitigation Experience Toolkit (EMET) can be used to mitigate some exploitation behavior. (Citation: TechNet Moving Beyond EMET) Control flow integrity checking is another way to potentially identify and stop a software exploit from occurring. (Citation: Wikipedia Control Flow Integrity) Many of these protections depend on the architecture and target application binary for compatibility
"T1204.001, T1204.002, T1204","Malicious Link, Malicious File, User Execution",Use user training as a way to bring awareness to common phishing and spearphishing techniques and how to raise suspicion for potentially malicious events
"T1204.001, T1204","Malicious Link, User Execution","If a link is being visited by a user, block unknown or unused files in transit by default that should not be downloaded or by policy from suspicious sites as a best practice to prevent some vectors, such as .scr, .exe, .pif, .cpl, etc. Some download scanning devices can open and analyze compressed and encrypted formats, such as zip and rar that may be used to conceal malicious files"
"T1204.001, T1204","Malicious Link, User Execution","If a link is being visited by a user, network intrusion prevention systems and systems designed to scan and remove malicious downloads can be used to block activity"
T1204.002,Malicious File,"On Windows 10, various Attack Surface Reduction (ASR) rules can be enabled to prevent the execution of potentially malicious executable files (such as those that have been downloaded and executed by Office applications/scripting interpreters/email clients or that do not meet specific prevalence, age, or trusted list criteria). Note: cloud-delivered protection must be enabled for certain rules. (Citation: win10_asr"
"T1204.002, T1204","Malicious File, User Execution",Application control may be able to prevent the running of executables masquerading as other files
T1204.003,Malicious Image,Network prevention intrusion systems and systems designed to scan and remove malicious downloads can be used to block activity
T1204.003,Malicious Image,Train users to be aware of the existence of malicious images and how to avoid deploying instances and containers from them
T1204.003,Malicious Image,Utilize a trust model such as Docker Content Trust with digital signatures to ensure runtime verification of the integrity and publisher of specific image tags.(Citation: Content trust in Docker)(Citation: Content trust in Azure Container Registry
"T1204.003, T1612","Malicious Image, Build Image on Host",Audit images deployed within the environment to ensure they do not contain any malicious components
T1204.004,Malicious Copy and Paste,"If a link is being requested by a user, block unknown or unused files in transit by default that should not be downloaded or by policy from suspicious sites as a best practice to prevent some vectors, such as `.scr`, `.exe`, `.pif`, `.cpl`, etc"
T1204.004,Malicious Copy and Paste,"If a link is being requested by a user, network intrusion prevention systems and systems designed to scan and remove malicious downloads can be used to block activity"
T1204,User Execution,"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent executable files from running unless they meet a prevalence, age, or trusted list criteria and to prevent Office applications from creating potentially malicious executable content by blocking malicious code from being written to disk. Note: cloud-delivered protection must be enabled to use certain rules. (Citation: win10_asr"
T1210,Exploitation of Remote Services,Minimize available services to only those that are necessary
T1210,Exploitation of Remote Services,Minimize permissions and access for service accounts to limit impact of exploitation
T1210,Exploitation of Remote Services,Regularly scan the internal network for available services to identify new and potentially vulnerable services
T1210,Exploitation of Remote Services,Security applications that look for behavior used during exploitation such as Windows Defender Exploit Guard (WDEG) and the Enhanced Mitigation Experience Toolkit (EMET) can be used to mitigate some exploitation behavior. (Citation: TechNet Moving Beyond EMET) Control flow integrity checking is another way to potentially identify and stop a software exploit from occurring. (Citation: Wikipedia Control Flow Integrity) Many of these protections depend on the architecture and target application binary for compatibility and may not work for all software or services targeted
T1210,Exploitation of Remote Services,Segment networks and systems appropriately to reduce access to critical systems and services to controlled methods
"T1505.001, T1505.002, T1505","SQL Stored Procedures, Transport Agent, Server Software Component",Do not allow administrator accounts that have permissions to add component software on these services to be used for day-to-day operations that may expose them to potential adversaries on unprivileged systems
"T1505.001, T1505.002, T1505, T1554","SQL Stored Procedures, Transport Agent, Server Software Component, Compromise Host Software Binary",Ensure all application component binaries are signed by the correct application developers
"T1505.001, T1505.002, T1505.005, T1505","SQL Stored Procedures, Transport Agent, Terminal Services DLL, Server Software Component",Regularly check component software on critical services that adversaries may target for persistence to verify the integrity of the systems and identify if unexpected changes have been made
T1505.003,Web Shell,Consider disabling functions from web technologies such as PHP’s `evaI()` that may be abused for web shells.(Citation: ITSyndicate Disabling PHP functions
T1505.003,Web Shell,Enforce the principle of least privilege by limiting privileges of user accounts so only authorized accounts can modify the web directory.(Citation: NSA and ASD Detect and Prevent Web Shells 2020
T1505.004,IIS Components,Do not allow administrator accounts that have permissions to add IIS components to be used for day-to-day operations that may expose these permissions to potential adversaries and/or other unprivileged systems
T1505.004,IIS Components,Ensure IIS DLLs and binaries are signed by the correct application developers
T1505.004,IIS Components,Regularly check installed IIS components to verify the integrity of the web server and identify if unexpected changes have been made
T1505.004,IIS Components,Restrict unallowed ISAPI extensions and filters from running by specifying a list of ISAPI extensions and filters that can run on IIS.(Citation: Microsoft ISAPICGIRestriction 2016
T1505.005,Terminal Services DLL,Consider using Group Policy to configure and block modifications to Terminal Services parameters in the Registry.(Citation: Microsoft System Services Fundamentals
T1505.006,vSphere Installation Bundles,Enabling secure boot allows ESXi to validate software and drivers during initial system boot.(Citation: Google Cloud Threat Intelligence ESXi Hardening 2023
T1505.006,vSphere Installation Bundles,Enabling the `execInstalledOnly` feature prevents unsigned binaries from being run on ESXi hosts.(Citation: Google Cloud Threat Intelligence ESXi Hardening 2023
T1505.006,vSphere Installation Bundles,"Periodically audit ESXi hosts to ensure that only approved VIBs are installed. The command `esxcli software vib list` lists installed VIBs, while the command `esxcli software vib signature verify` verifies the signatures of installed VIBs.(Citation: Google Cloud Threat Intelligence ESXi VIBs 2022"
T1505,Server Software Component,Consider disabling software components from servers when possible to prevent abuse by adversaries.(Citation: ITSyndicate Disabling PHP functions
T1505,Server Software Component,Consider using Group Policy to configure and block modifications to service and other critical server parameters in the Registry.(Citation: Microsoft System Services Fundamentals
T1505,Server Software Component,Enabling secure boot allows validation of software and drivers during initial system boot
T1505,Server Software Component,Enforce the principle of least privilege by limiting privileges of user accounts so only authorized accounts can modify and/or add server software components.(Citation: NSA and ASD Detect and Prevent Web Shells 2020
T1543.001,Launch Agent,Set group policies to restrict file permissions to the <code>~/launchagents</code> folder.(Citation: piazza launch agent mitigation
T1543.002,Systemd Service,Limit user access to system utilities such as `systemctl` to only users who have a legitimate need
T1543.002,Systemd Service,Restrict read/write access to systemd unit files to only select privileged users who have a legitimate need to manage system services
T1543.002,Systemd Service,The creation and modification of systemd service unit files is generally reserved for administrators such as the Linux root user and other users with superuser privileges
"T1543.002, T1543, T1547.013","Systemd Service, Create or Modify System Process, XDG Autostart Entries",Restrict software installation to trusted repositories only and be cautious of orphaned software packages
T1543.003,Windows Service,"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent an application from writing a signed vulnerable driver to the system.(Citation: Malicious Driver Reporting Center) On Windows 10 and 11, enable Microsoft Vulnerable Driver Blocklist to assist in hardening against third party-developed service drivers.(Citation: Microsoft driver block rules"
"T1543.003, T1543","Windows Service, Create or Modify System Process",Enforce registration and execution of only legitimately signed service drivers where possible
"T1543.003, T1543","Windows Service, Create or Modify System Process",Ensure that Driver Signature Enforcement is enabled to restrict unsigned drivers from being installed
"T1543.003, T1543","Windows Service, Create or Modify System Process",Use auditing tools capable of detecting privilege and service abuse opportunities on systems within an enterprise and correct them
T1543.004,Launch Daemon,Limit privileges of user accounts and remediate Privilege Escalation vectors so only authorized administrators can create new Launch Daemons
T1543.004,Launch Daemon,"Use auditing tools capable of detecting folder permissions abuse opportunities on systems, especially reviewing changes made to folders by third-party software"
T1543.005,Container Service,"Limit access to utilities such as docker to only users who have a legitimate need, especially if using docker in rootful mode. In Kubernetes environments, only grant privileges to deploy pods to users that require it"
"T1543.005, T1543","Container Service, Create or Modify System Process","Where possible, consider enforcing the use of container services in rootless mode to limit the possibility of privilege escalation or malicious effects on the host running the container"
T1543,Create or Modify System Process,Limit privileges of user accounts and groups so that only authorized administrators can interact with system-level process changes and service configurations
T1543,Create or Modify System Process,"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent an application from writing a signed vulnerable driver to the system.(Citation: Malicious Driver Reporting Center) On Windows 10 and 11, enable Microsoft Vulnerable Driver Blocklist to assist in hardening against third party-developed drivers.(Citation: Microsoft driver block rules"
T1543,Create or Modify System Process,Restrict read/write access to system-level process files to only select privileged users who have a legitimate need to manage system services
T1547.002,Authentication Package,"Windows 8.1, Windows Server 2012 R2, and later versions, may make LSA run as a Protected Process Light (PPL) by setting the Registry key <code>HKLM\SYSTEM\CurrentControlSet\Control\Lsa\RunAsPPL</code>, which requires all DLLs loaded by LSA to be signed by Microsoft. (Citation: Graeber 2014) (Citation: Microsoft Configure LSA"
T1547.003,Time Providers,Consider using Group Policy to configure and block additions/modifications to W32Time DLLs. (Citation: Microsoft W32Time May 2017
T1547.003,Time Providers,Consider using Group Policy to configure and block modifications to W32Time parameters in the Registry. (Citation: Microsoft W32Time May 2017
T1547.004,Winlogon Helper DLL,Identify and block potentially malicious software that may be executed through the Winlogon helper process by using application control (Citation: Beechey 2010) tools like AppLocker (Citation: Windows Commands JPCERT) (Citation: NSA MS AppLocker) that are capable of auditing and/or blocking unknown DLLs
T1547.004,Winlogon Helper DLL,Limit the privileges of user accounts so that only authorized administrators can perform Winlogon helper changes
T1547.005,Security Support Provider,"Windows 8.1, Windows Server 2012 R2, and later versions may make LSA run as a Protected Process Light (PPL) by setting the Registry key <code>HKLM\\SYSTEM\\CurrentControlSet\\Control\\Lsa\\RunAsPPL</code>, which requires all SSP DLLs to be signed by Microsoft. (Citation: Graeber 2014) (Citation: Microsoft Configure LSA"
T1547.006,Kernel Modules and Extensions,"Application control and software restriction tools, such as SELinux, KSPP, grsecurity MODHARDEN, and Linux kernel tuning can aid in restricting kernel module loading.(Citation: Kernel.org Restrict Kernel Module)(Citation: Wikibooks Grsecurity)(Citation: Kernel Self Protection Project)(Citation: Increasing Linux kernel integrity)(Citation: LKM loading kernel restrictions"
T1547.006,Kernel Modules and Extensions,"Common tools for detecting Linux rootkits include: rkhunter (Citation: SourceForge rkhunter), chrootkit (Citation: Chkrootkit Main), although rootkits may be designed to evade certain detection tools"
T1547.006,Kernel Modules and Extensions,Limit access to the root account and prevent users from loading kernel modules and extensions through proper privilege separation and limiting Privilege Escalation opportunities
T1547.006,Kernel Modules and Extensions,"Use MDM to disable user's ability to install or approve kernel extensions, and ensure all approved kernel extensions are in alignment with policies specified in <code>com.apple.syspolicy.kernel-extension-policy</code>.(Citation: Apple TN2459 Kernel Extensions)(Citation: MDMProfileConfigMacOS"
T1547.007,Re-opened Applications,Holding the Shift key while logging in prevents apps from opening automatically.(Citation: Re-Open windows on Mac
T1547.007,Re-opened Applications,This feature can be disabled entirely with the following terminal command: <code>defaults write -g ApplePersistence -bool no</code>
T1547.008,LSASS Driver,Ensure safe DLL search mode is enabled <code>HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Control\\Session Manager\\SafeDllSearchMode</code> to mitigate risk that lsass.exe loads a malicious code library. (Citation: Microsoft DLL Security
T1547.008,LSASS Driver,"On Windows 10 and Server 2016, enable Windows Defender Credential Guard (Citation: Microsoft Enable Cred Guard April 2017) to run lsass.exe in an isolated virtualized environment without any device drivers. (Citation: Microsoft Credential Guard April 2017"
T1547.008,LSASS Driver,"On Windows 8.1 and Server 2012 R2, enable LSA Protection by setting the Registry key <code>HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Control\\Lsa\\RunAsPPL</code> to <code>dword:00000001</code>. (Citation: Microsoft LSA Protection Mar 2014) LSA Protection ensures that LSA plug-ins and drivers are only loaded if they are digitally signed with a Microsoft signature and adhere to the Microsoft Security Development Lifecycle (SDL) process guidance"
T1547.009,Shortcut Modification,"Applying strict permissions to directories where shortcuts are stored, such as the startup folder, can prevent unauthorized modifications"
T1547.009,Shortcut Modification,"Limit Privileges for Shortcut Creation: While the SeCreateSymbolicLinkPrivilege is not directly related to .lnk file creation, you should still enforce least privilege principles by limiting user rights to create and modify shortcuts, especially in system-critical locations. This can be done through GPO: Computer Configuration > [Policies] > Windows Settings > Security Settings > Local Policies > User Rights Assignment: Create symbolic links. (Citation: UCF STIG Symbolic Links) Regular User Permissions Review: Regularly review and audit user permissions to ensure that only necessary accounts have write access to startup folders and critical system directories"
T1547.009,Shortcut Modification,Prevents malicious shortcuts or LNK files from executing unwanted code by ensuring only authorized applications and scripts are allowed to run
T1547.012,Print Processors,Limit user accounts that can load or unload device drivers by disabling <code>SeLoadDriverPrivilege</code>
T1547.013,XDG Autostart Entries,Limit privileges of user accounts so only authorized privileged users can create and modify XDG autostart entries
T1547.013,XDG Autostart Entries,Restrict write access to XDG autostart entries to only select privileged users
T1555.001,Keychain,The password for the user's login keychain can be changed from the user's login password. This increases the complexity for an adversary because they need to know an additional password
T1555.003,Credentials from Web Browsers,"Organizations may consider weighing the risk of storing credentials in web browsers. If web browser credential disclosure is a significant concern, technical controls, policy, and user training may be used to prevent storage of credentials in web browsers"
"T1555.003, T1555.005","Credentials from Web Browsers, Password Managers",Implement strict user account management policies to prevent unnecessary accounts from accessing sensitive systems. Regularly audit user accounts to identify and disable inactive accounts that may be targeted by attackers to extract credentials or gain unauthorized access
"T1555.003, T1555.005","Credentials from Web Browsers, Password Managers","Provide user training on secure practices for managing credentials, including avoiding storing sensitive passwords in browsers and using password managers securely. Users should also be educated on identifying phishing attempts that could steal session cookies or credentials"
T1555.004,Windows Credential Manager,Consider enabling the “Network access: Do not allow storage of passwords and credentials for network authentication” setting that will prevent network credentials from being stored by the Credential Manager.(Citation: Microsoft Network access Credential Manager
T1555.005,Password Managers,Consider re-locking password managers after a short timeout to limit the time plaintext credentials live in memory from decrypted databases
T1555.005,Password Managers,Refer to NIST guidelines when creating password policies for master passwords.(Citation: NIST 800-63-3
T1555.006,Cloud Secrets Management Stores,Limit the number of cloud accounts and services with permission to query the secrets manager to only those required. Ensure that accounts and services with permissions to query the secrets manager only have access to the secrets they require
T1555,Credentials from Password Stores,Limit the number of accounts and services with permission to query information from password stores to only those required. Ensure that accounts and services with permissions to query password stores only have access to the secrets they require
T1555,Credentials from Password Stores,"The password for the user's login keychain can be changed from the user's login password. This increases the complexity for an adversary because they need to know an additional password. Organizations may consider weighing the risk of storing credentials in password stores and web browsers. If system, software, or web browser credential disclosure is a significant concern, technical controls, policy, and user training may be used to prevent storage of credentials in improper locations"
"T1560.001, T1560","Archive via Utility, Archive Collected Data",System scans can be performed to identify unauthorized archival utilities
T1562.001,Disable or Modify Tools,Ensure proper process and file permissions are in place to prevent adversaries from disabling or interfering with security services
T1562.001,Disable or Modify Tools,Ensure proper Registry permissions are in place to prevent adversaries from disabling or interfering with security services
T1562.001,Disable or Modify Tools,Ensure proper user permissions are in place to prevent adversaries from disabling or interfering with security services
T1562.001,Disable or Modify Tools,"Periodically verify that tools are functioning appropriately – for example, that all expected hosts with EDRs or monitoring agents are checking in to the central console. Check EDRs to ensure that no unexpected exclusion paths have been added. In Microsoft Defender for Endpoint, exclusions can be reviewed with the `Get-MpPreference` cmdlet.(Citation: CodeX Microsoft Defender 2021"
"T1562.001, T1562","Disable or Modify Tools, Impair Defenses","Use application control where appropriate, especially regarding the execution of tools outside of the organization's security policies (such as rootkit removal tools) that have been abused to impair system defenses. Ensure that only approved security applications are used and running on enterprise systems"
T1562.002,Disable Windows Event Logging,Consider periodic review of <code>auditpol</code> settings for Administrator accounts and perform dynamic baselining on SIEM(s) to investigate potential malicious activity. Also ensure that the EventLog service and its threads are properly running
T1562.002,Disable Windows Event Logging,"Ensure proper process and file permissions are in place to prevent adversaries from disabling or interfering with logging or deleting or modifying .evtx logging files. Ensure .evtx files, which are located at <code>C:\Windows\system32\Winevt\Logs</code>(Citation: win_xml_evt_log), have the proper file permissions for limited, legitimate access and audit policies for detection"
T1562.002,Disable Windows Event Logging,Ensure proper Registry permissions are in place to prevent adversaries from disabling or interfering logging. The addition of the MiniNT registry key disables Event Viewer.(Citation: def_ev_win_event_logging
T1562.002,Disable Windows Event Logging,Ensure proper user permissions are in place to prevent adversaries from disabling or interfering with logging
T1562.003,Impair Command History Logging,Make sure that the <code>HISTCONTROL</code> environment variable is set to “ignoredups” instead of “ignoreboth” or “ignorespace”
T1562.003,Impair Command History Logging,"Prevent users from changing the <code>HISTCONTROL</code>, <code>HISTFILE</code>, and <code>HISTFILESIZE</code> environment variables. (Citation: Securing bash history"
T1562.004,Disable or Modify System Firewall,Ensure proper process and file permissions are in place to prevent adversaries from disabling or modifying firewall settings
T1562.004,Disable or Modify System Firewall,Ensure proper Registry permissions are in place to prevent adversaries from disabling or modifying firewall settings
T1562.004,Disable or Modify System Firewall,Ensure proper user permissions are in place to prevent adversaries from disabling or modifying firewall settings
T1562.004,Disable or Modify System Firewall,Routinely check account role permissions to ensure only expected users and roles have permission to modify system firewalls
T1562.006,Indicator Blocking,"Consider automatically relaunching forwarding mechanisms at recurring intervals (ex: temporal, on-logon, etc.) as well as applying appropriate change management to firewall rules and other related system configurations"
T1562.006,Indicator Blocking,"Ensure event tracers/forwarders (Citation: Microsoft ETW May 2018), firewall policies, and other associated mechanisms are secured with appropriate permissions and access controls"
T1562.006,Indicator Blocking,"Ensure event tracers/forwarders (Citation: Microsoft ETW May 2018), firewall policies, and other associated mechanisms are secured with appropriate permissions and access controls and cannot be manipulated by user accounts"
T1562.007,Disable or Modify Cloud Firewall,Ensure least privilege principles are applied to Identity and Access Management (IAM) security policies.(Citation: Expel IO Evil in AWS
T1562.007,Disable or Modify Cloud Firewall,Routinely check account role permissions to ensure only expected users and roles have permission to modify cloud firewalls
T1562.008,Disable or Modify Cloud Logs,Configure default account policy to enable logging. Manage policies to ensure only necessary users have permissions to make changes to logging policies
T1562.009,Safe Mode Boot,Ensure that endpoint defenses run in safe mode.(Citation: CyberArk Labs Safe Mode 2016
